word,sentence1,sentence2,same,ambiguity_type,mean_relatedness,distance_bert,distance_elmo
spill,He spilled the flour.,He spilled the secret.,False,Polysemy,1.307692308,0.395465255,0.135237396
spill,He spilled the drink.,He spilled the flour.,True,Polysemy,3.545454545,0.165787518,0.089100361
spill,He spilled the news.,He spilled the secret.,True,Polysemy,3.888888889,0.100264668,0.090865076
stake,He staked his horse.,He staked his name.,False,Polysemy,0.666666667,0.28088522,0.128690422
stake,He staked his horse.,He staked his claim.,False,Polysemy,1.357142857,0.294953108,0.117528498
stake,He staked his tent.,He staked his name.,False,Polysemy,0.777777778,0.254777133,0.099855304
stake,He staked his tent.,He staked his claim.,False,Polysemy,0.733333333,0.31125623,0.09199506
stake,He staked his horse.,He staked his tent.,True,Polysemy,2.461538462,0.12285012,0.06813097
stake,He staked his name.,He staked his claim.,True,Polysemy,2.181818182,0.191575289,0.075505853
stall,They stalled the truck.,They stalled the horse.,False,Polysemy,2.0625,0.160481989,0.079759598
stall,They stalled the truck.,They stalled the pig.,False,Polysemy,0.9,0.231238067,0.08733356
stall,They stalled the bus.,They stalled the horse.,False,Polysemy,1.818181818,0.138819456,0.10032022
stall,They stalled the bus.,They stalled the pig.,False,Polysemy,0.846153846,0.183550537,0.112087369
stall,They stalled the truck.,They stalled the bus.,True,Polysemy,3.2,0.068428814,0.032469273
stall,They stalled the horse.,They stalled the pig.,True,Polysemy,3.176470588,0.178040326,0.057151437
stay,They stayed wet.,They stayed nearby.,False,Polysemy,2.428571429,0.298734605,0.206627786
stay,They stayed wet.,They stayed overnight.,False,Polysemy,2.066666667,0.343555748,0.149693429
stay,They stayed cold.,They stayed nearby.,False,Polysemy,2.923076923,0.265157819,0.193538725
stay,They stayed cold.,They stayed overnight.,False,Polysemy,2.0,0.338838518,0.131733358
stay,They stayed wet.,They stayed cold.,True,Polysemy,3.857142857,0.080325246,0.049073398
stay,They stayed nearby.,They stayed overnight.,True,Polysemy,3.555555556,0.248371005,0.081363201
tap,He tapped the keg.,He tapped the stick.,False,Homonymy,1.25,0.064929307,0.059841752
tap,He tapped the keg.,He tapped the drums.,False,Homonymy,1.3125,0.108148277,0.119889259
tap,He tapped the beer.,He tapped the stick.,False,Homonymy,1.421052632,0.134595156,0.07687825
tap,He tapped the beer.,He tapped the drums.,False,Homonymy,1.714285714,0.15184027,0.124992728
tap,He tapped the keg.,He tapped the beer.,True,Homonymy,2.5,0.097269237,0.046793878
tap,He tapped the stick.,He tapped the drums.,True,Homonymy,3.0,0.097163141,0.124092579
tape,He used the scotch tape.,He used the interview tape.,False,Polysemy,0.4,0.198552668,0.066827834
tape,He used the scotch tape.,He used the video tape.,False,Polysemy,1.090909091,0.173618793,0.050383449
tape,He used the double-sided tape.,He used the interview tape.,False,Polysemy,0.533333333,0.485456288,0.132503986
tape,He used the double-sided tape.,He used the video tape.,False,Polysemy,0.571428571,0.510699838,0.092749536
tape,He used the scotch tape.,He used the double-sided tape.,True,Polysemy,4.0,0.505158365,0.088222742
tape,He used the interview tape.,He used the video tape.,True,Polysemy,3.444444444,0.063471198,0.039654732
term,It was a winter term.,It was a legal term.,False,Polysemy,0.8,0.377250016,0.096574903
term,It was a winter term.,It was a technical term.,False,Polysemy,1.2,0.417370081,0.087095797
term,It was a fall term.,It was a legal term.,False,Polysemy,0.882352941,0.25068289,0.109428346
term,It was a fall term.,It was a technical term.,False,Polysemy,0.545454545,0.273746848,0.098052561
term,It was a winter term.,It was a fall term.,True,Polysemy,3.916666667,0.172729552,0.077611864
term,It was a legal term.,It was a technical term.,True,Polysemy,3.428571429,0.086290538,0.052590013
tick,It was a clock tick.,It was a parasitic tick.,False,Homonymy,0.125,0.401510119,0.182157278
tick,It was a clock tick.,It was a diseased tick.,False,Homonymy,0.166666667,0.419999659,0.182493091
tick,It was an audible tick.,It was a parasitic tick.,False,Homonymy,0.555555556,0.367533743,0.118630707
tick,It was an audible tick.,It was a diseased tick.,False,Homonymy,0.0,0.400648236,0.146961331
tick,It was a clock tick.,It was an audible tick.,True,Homonymy,2.555555556,0.227330804,0.133767307
tick,It was a parasitic tick.,It was a diseased tick.,True,Homonymy,3.75,0.064808846,0.040089488
tip,It was a generous tip.,It was a pencil tip.,False,Homonymy,0.125,0.387852728,0.079369009
tip,It was a generous tip.,It was a finger tip.,False,Homonymy,0.1,0.304480195,0.091443419
tip,It was a stingy tip.,It was a pencil tip.,False,Homonymy,0.666666667,0.293498874,0.077552915
tip,It was a stingy tip.,It was a finger tip.,False,Homonymy,0.294117647,0.243239701,0.091838002
tip,It was a generous tip.,It was a stingy tip.,True,Homonymy,3.933333333,0.260650516,0.030067265
tip,It was a pencil tip.,It was a finger tip.,True,Homonymy,2.555555556,0.144928873,0.04379636
title,She liked the essay title.,She liked the academic title.,False,Polysemy,1.571428571,0.239683568,0.054930091
title,She liked the essay title.,She liked the professional title.,False,Polysemy,1.8125,0.341364086,0.112736285
title,She liked the poem title.,She liked the academic title.,False,Polysemy,3.142857143,0.325790405,0.067600965
title,She liked the poem title.,She liked the professional title.,False,Polysemy,2.076923077,0.391970217,0.119180441
title,She liked the essay title.,She liked the poem title.,True,Polysemy,4.0,0.129740179,0.019377232
title,She liked the academic title.,She liked the professional title.,True,Polysemy,3.8,0.093400538,0.063942671
toast,They toasted the bread.,They toasted the host.,False,Homonymy,0.166666667,0.222294986,0.130103528
toast,They toasted the bread.,They toasted the bride.,False,Homonymy,0.285714286,0.241852403,0.182386577
toast,They toasted the strudel.,They toasted the host.,False,Homonymy,0.461538462,0.140097976,0.132887423
toast,They toasted the strudel.,They toasted the bride.,False,Homonymy,0.1,0.180000246,0.165035546
toast,They toasted the bread.,They toasted the strudel.,True,Homonymy,3.583333333,0.095331252,0.067792237
toast,They toasted the host.,They toasted the bride.,True,Homonymy,3.5625,0.107216835,0.095477164
toll,It was a costly toll.,It was a loud toll.,False,Homonymy,1.777777778,0.287602782,0.064157188
toll,It was a costly toll.,It was a bell toll.,False,Homonymy,0.857142857,0.376441181,0.106635153
toll,It was a road toll.,It was a loud toll.,False,Homonymy,0.357142857,0.309844851,0.092908859
toll,It was a road toll.,It was a bell toll.,False,Homonymy,0.636363636,0.347767413,0.077217638
toll,It was a costly toll.,It was a road toll.,True,Homonymy,2.266666667,0.204722881,0.0966627
toll,It was a loud toll.,It was a bell toll.,True,Homonymy,2.357142857,0.216206491,0.069992304
track,She saw the train tracks.,She saw the moose tracks.,False,Polysemy,2.076923077,0.211046398,0.05438292
track,She saw the train tracks.,She saw the snowshoe tracks.,False,Polysemy,2.75,0.286395967,0.03734684
track,She saw the trolley tracks.,She saw the moose tracks.,False,Polysemy,1.666666667,0.148312688,0.047146738
track,She saw the trolley tracks.,She saw the snowshoe tracks.,False,Polysemy,2.384615385,0.212822378,0.034026444
track,She saw the train tracks.,She saw the trolley tracks.,True,Polysemy,3.333333333,0.059133589,0.011585116
track,She saw the moose tracks.,She saw the snowshoe tracks.,True,Polysemy,3.777777778,0.091531277,0.022711694
yard,It was five yards.,They were big yards.,False,Homonymy,0.75,0.315510988,0.118784904
yard,It was five yards.,They were cluttered yards.,False,Homonymy,0.555555556,0.391850471,0.160174072
yard,It was ten yards.,They were big yards.,False,Homonymy,1.2,0.311127782,0.107001245
yard,It was ten yards.,They were cluttered yards.,False,Homonymy,0.416666667,0.387729406,0.144338369
yard,It was five yards.,It was ten yards.,True,Homonymy,4.0,0.009858191,0.005891144
yard,They were big yards.,They were cluttered yards.,True,Homonymy,3.230769231,0.162642956,0.064733982
